order_id,order_date,customer_id,customer_name,product_id,product_names,categories,quantity,price,total
4299,2022-04-02,671,Customer_19873,205,Printer,Electronics,6,63.49,380.94
4300,2014-05-25,886,Customer_14837,207,Pen,Stationery,8,3.96,31.68
4301,2022-01-04,971,Customer_15932,207,Pen,Stationery,3,70.81,212.43
4302,2018-03-21,125,Customer_28729,209,Coffee Maker,Electronics,5,3.28,16.4
4303,2021-01-09,346,Customer_18082,200,Laptop,Electronics,6,98.97,593.8199999999999
4304,2016-10-04,130,Customer_18991,204,Monitor,Electronics,5,83.83,419.15
4305,2012-07-22,640,Customer_23407,203,Chair,Office,5,20.88,104.39999999999999
4306,2011-05-29,988,Customer_17571,206,Paper,Stationery,2,87.86,175.72
4307,2012-04-18,446,Customer_16974,203,Chair,Office,9,12.51,112.59
4308,2023-04-14,160,Customer_14633,202,Desk,Office,8,74.75,598.0
4309,2021-12-27,629,Customer_7052,210,Cabinet,Office,6,85.12,510.72
4310,2015-04-02,195,Customer_30538,209,Coffee Maker,Electronics,2,89.87,179.74
4311,2015-01-22,349,Customer_28276,211,Plastic Cups,Sundry,8,19.08,152.64
4312,2018-09-21,679,Customer_3568,202,Desk,Office,9,13.41,120.69
4313,2014-07-15,769,Customer_27132,209,Coffee Maker,Electronics,6,95.78,574.6800000000001
4314,2022-04-23,413,Customer_18774,200,Laptop,Electronics,9,84.23,758.07
4315,2018-07-30,712,Customer_31482,208,Notebook,Stationery,8,11.05,88.4
4316,2011-11-04,333,Customer_18365,209,Coffee Maker,Electronics,6,10.68,64.08
4317,2013-08-23,619,Customer_19314,206,Paper,Stationery,9,57.43,516.87
4318,2014-05-02,175,Customer_2618,207,Pen,Stationery,8,75.35,602.8
4319,2010-12-03,885,Customer_285,200,Laptop,Electronics,1,14.9,14.9
4320,2014-10-27,461,Customer_2492,205,Printer,Electronics,4,51.19,204.76
4321,2023-10-23,525,Customer_20719,209,Coffee Maker,Electronics,3,2.68,8.040000000000001
4322,2021-05-01,643,Customer_28970,203,Chair,Office,5,94.18,470.90000000000003
4323,2016-10-21,768,Customer_20889,207,Pen,Stationery,6,57.27,343.62
4324,2022-01-21,418,Customer_27732,205,Printer,Electronics,5,45.52,227.60000000000002
4325,2020-05-29,413,Customer_32003,209,Coffee Maker,Electronics,8,60.9,487.2
4326,2016-06-17,848,Customer_27722,209,Coffee Maker,Electronics,6,3.12,18.72
4327,2016-11-30,968,Customer_9036,206,Paper,Stationery,8,92.16,737.28
4328,2022-07-22,265,Customer_29694,206,Paper,Stationery,6,71.76,430.56000000000006
4329,2010-07-17,748,Customer_4697,203,Chair,Office,4,93.95,375.8
4330,2018-10-04,260,Customer_12082,204,Monitor,Electronics,7,74.31,520.1700000000001
4331,2012-07-09,815,Customer_31884,202,Desk,Office,6,50.54,303.24
4332,2010-03-09,491,Customer_11327,204,Monitor,Electronics,6,40.98,245.88
4333,2017-04-01,251,Customer_23490,211,Plastic Cups,Sundry,6,94.51,567.0600000000001
4334,2021-05-30,523,Customer_6258,200,Laptop,Electronics,1,81.03,81.03
4335,2022-03-02,146,Customer_11379,209,Coffee Maker,Electronics,5,6.1,30.5
4336,2019-03-06,508,Customer_11111,203,Chair,Office,3,91.81,275.43
4337,2014-08-10,225,Customer_11912,206,Paper,Stationery,2,96.63,193.26
4338,2013-10-30,706,Customer_4332,202,Desk,Office,8,55.41,443.28
4339,2010-04-16,645,Customer_2803,203,Chair,Office,5,22.03,110.15
4340,2015-09-12,143,Customer_21394,200,Laptop,Electronics,10,52.44,524.4
4341,2015-09-10,639,Customer_29479,203,Chair,Office,8,36.72,293.76
4342,2010-02-08,506,Customer_11700,202,Desk,Office,7,15.34,107.38
4343,2015-11-08,980,Customer_23580,208,Notebook,Stationery,1,86.54,86.54
4344,2020-03-31,691,Customer_3023,200,Laptop,Electronics,8,52.03,416.24
4345,2018-12-07,634,Customer_13667,206,Paper,Stationery,5,44.05,220.25
4346,2013-05-12,433,Customer_322,204,Monitor,Electronics,9,80.84,727.5600000000001
4347,2020-02-18,317,Customer_26377,210,Cabinet,Office,2,17.31,34.62
4348,2012-09-27,640,Customer_3212,208,Notebook,Stationery,10,56.66,566.5999999999999
4349,2017-06-09,836,Customer_28600,204,Monitor,Electronics,10,23.13,231.29999999999998
4350,2020-02-24,795,Customer_7496,200,Laptop,Electronics,4,59.63,238.52
4351,2023-09-08,980,Customer_17901,210,Cabinet,Office,8,81.75,654.0
4352,2016-09-18,279,Customer_31809,210,Cabinet,Office,7,38.4,268.8
4353,2023-04-22,407,Customer_27108,208,Notebook,Stationery,5,3.23,16.15
4354,2022-04-11,785,Customer_24433,211,Plastic Cups,Sundry,1,36.04,36.04
4355,2019-07-25,200,Customer_17852,205,Printer,Electronics,7,92.43,647.01
4356,2012-05-25,883,Customer_14048,205,Printer,Electronics,3,35.36,106.08
4357,2011-08-22,271,Customer_30479,211,Plastic Cups,Sundry,5,14.72,73.60000000000001
4358,2014-03-21,390,Customer_18315,208,Notebook,Stationery,10,80.53,805.3
4359,2014-10-19,932,Customer_26339,210,Cabinet,Office,9,82.41,741.6899999999999
4360,2023-04-20,386,Customer_5906,203,Chair,Office,8,33.35,266.8
4361,2013-01-07,960,Customer_10411,209,Coffee Maker,Electronics,3,45.73,137.19
4362,2017-08-27,644,Customer_32253,209,Coffee Maker,Electronics,1,21.4,21.4
4363,2017-09-02,930,Customer_15797,207,Pen,Stationery,8,11.43,91.44
4364,2023-07-25,102,Customer_26975,203,Chair,Office,1,4.44,4.44
4365,2014-07-02,369,Customer_14941,200,Laptop,Electronics,9,13.42,120.78
4366,2023-11-30,956,Customer_25815,205,Printer,Electronics,3,79.46,238.38
4367,2015-09-14,758,Customer_7986,209,Coffee Maker,Electronics,3,24.27,72.81
4368,2022-08-17,194,Customer_31385,209,Coffee Maker,Electronics,7,68.66,480.62
4369,2022-08-13,151,Customer_29796,208,Notebook,Stationery,5,69.76,348.8
4370,2023-07-14,349,Customer_4742,205,Printer,Electronics,8,97.61,780.88
4371,2018-03-17,137,Customer_4163,201,Smartphone,Electronics,9,60.97,548.73
4372,2023-10-13,415,Customer_1115,204,Monitor,Electronics,3,33.93,101.78999999999999
4373,2018-07-09,315,Customer_17549,205,Printer,Electronics,1,23.12,23.12
4374,2013-05-10,585,Customer_6439,206,Paper,Stationery,6,26.39,158.34
4375,2023-03-24,324,Customer_16183,200,Laptop,Electronics,5,4.51,22.549999999999997
4376,2016-06-08,100,Customer_6385,204,Monitor,Electronics,3,24.68,74.03999999999999
4377,2017-11-24,721,Customer_3429,205,Printer,Electronics,2,98.08,196.16
4378,2016-09-17,289,Customer_16006,211,Plastic Cups,Sundry,8,95.43,763.44
4379,2014-10-06,708,Customer_21300,208,Notebook,Stationery,8,53.91,431.28
4380,2021-09-19,940,Customer_29773,201,Smartphone,Electronics,7,29.73,208.11
4381,2013-08-21,315,Customer_8571,200,Laptop,Electronics,9,54.9,494.09999999999997
4382,2018-07-04,901,Customer_3801,204,Monitor,Electronics,10,48.45,484.5
4383,2013-04-28,874,Customer_14900,201,Smartphone,Electronics,7,46.1,322.7
4384,2019-08-30,133,Customer_23150,202,Desk,Office,7,78.82,551.74
4385,2020-04-23,733,Customer_23379,205,Printer,Electronics,2,40.83,81.66
4386,2010-04-19,683,Customer_1466,205,Printer,Electronics,7,86.41,604.87
4387,2012-12-28,415,Customer_21164,204,Monitor,Electronics,1,50.89,50.89
4388,2023-06-18,187,Customer_6613,201,Smartphone,Electronics,7,68.72,481.03999999999996
4389,2010-07-24,458,Customer_23657,200,Laptop,Electronics,9,95.03,855.27
4390,2014-10-25,666,Customer_18165,211,Plastic Cups,Sundry,8,46.01,368.08
4391,2022-07-28,425,Customer_15713,208,Notebook,Stationery,7,12.32,86.24000000000001
4392,2012-08-01,614,Customer_4244,200,Laptop,Electronics,4,60.86,243.44
4393,2013-05-24,232,Customer_1829,204,Monitor,Electronics,1,18.06,18.06
4394,2015-05-02,219,Customer_2755,210,Cabinet,Office,10,17.4,174.0
4395,2017-08-13,149,Customer_8953,205,Printer,Electronics,9,35.34,318.06000000000006
4396,2015-01-04,664,Customer_24972,206,Paper,Stationery,9,30.39,273.51
4397,2016-02-23,128,Customer_13647,207,Pen,Stationery,8,14.14,113.12
4398,2016-08-21,741,Customer_3885,203,Chair,Office,9,97.32,875.8799999999999
4399,2017-05-08,859,Customer_32119,209,Coffee Maker,Electronics,8,76.64,613.12
4400,2014-01-06,641,Customer_30066,206,Paper,Stationery,7,17.23,120.61
4401,2022-10-04,416,Customer_26354,207,Pen,Stationery,3,8.4,25.200000000000003
4402,2011-01-05,928,Customer_4927,201,Smartphone,Electronics,6,75.01,450.06000000000006
4403,2018-07-02,762,Customer_21631,209,Coffee Maker,Electronics,4,66.49,265.96
4404,2014-09-18,687,Customer_5477,200,Laptop,Electronics,4,58.19,232.76
4405,2011-11-17,207,Customer_20069,211,Plastic Cups,Sundry,8,66.87,534.96
4406,2010-10-28,838,Customer_18156,204,Monitor,Electronics,4,38.75,155.0
4407,2016-01-21,308,Customer_11922,211,Plastic Cups,Sundry,5,21.69,108.45
4408,2021-08-15,734,Customer_22519,203,Chair,Office,10,98.71,987.0999999999999
4409,2020-12-31,864,Customer_9568,205,Printer,Electronics,10,78.22,782.2
4410,2023-12-08,310,Customer_15723,207,Pen,Stationery,6,70.15,420.90000000000003
4411,2013-05-14,422,Customer_1383,210,Cabinet,Office,9,7.89,71.00999999999999
4412,2020-04-15,506,Customer_9712,209,Coffee Maker,Electronics,3,19.46,58.38
4413,2018-02-04,825,Customer_8491,204,Monitor,Electronics,1,88.49,88.49
4414,2015-08-07,459,Customer_3404,203,Chair,Office,7,63.46,444.22
4415,2017-05-28,355,Customer_20385,203,Chair,Office,7,91.33,639.31
4416,2021-02-14,786,Customer_29682,200,Laptop,Electronics,1,56.27,56.27
4417,2010-07-28,763,Customer_30914,209,Coffee Maker,Electronics,5,66.9,334.5
4418,2016-05-09,576,Customer_4869,209,Coffee Maker,Electronics,3,85.21,255.63
4419,2017-03-13,181,Customer_5690,201,Smartphone,Electronics,6,47.94,287.64
4420,2012-09-17,176,Customer_14748,206,Paper,Stationery,7,35.25,246.75
4421,2016-12-24,441,Customer_5519,204,Monitor,Electronics,5,7.53,37.65
4422,2023-01-23,333,Customer_14620,206,Paper,Stationery,5,17.97,89.85
4423,2019-01-15,223,Customer_29358,205,Printer,Electronics,10,51.61,516.1
4424,2021-01-18,464,Customer_28126,202,Desk,Office,6,60.83,364.98
4425,2019-04-04,646,Customer_7385,205,Printer,Electronics,1,12.74,12.74
4426,2023-11-07,925,Customer_16720,210,Cabinet,Office,3,41.37,124.10999999999999
4427,2022-10-25,947,Customer_1107,210,Cabinet,Office,5,33.79,168.95
4428,2022-12-24,752,Customer_11707,211,Plastic Cups,Sundry,2,52.41,104.82
4429,2010-11-21,436,Customer_5538,209,Coffee Maker,Electronics,6,90.83,544.98
4430,2015-01-06,394,Customer_2062,209,Coffee Maker,Electronics,7,30.61,214.26999999999998
4431,2011-02-05,930,Customer_18130,209,Coffee Maker,Electronics,10,86.76,867.6
4432,2012-10-30,192,Customer_2959,204,Monitor,Electronics,9,16.98,152.82
4433,2021-07-16,628,Customer_15059,207,Pen,Stationery,2,7.7,15.4
4434,2020-10-18,118,Customer_23352,208,Notebook,Stationery,6,33.73,202.38
4435,2023-12-20,238,Customer_16225,200,Laptop,Electronics,4,69.88,279.52
4436,2022-05-13,331,Customer_27188,209,Coffee Maker,Electronics,9,22.77,204.93
4437,2014-09-03,106,Customer_2109,204,Monitor,Electronics,4,59.05,236.2
4438,2018-01-19,810,Customer_23160,208,Notebook,Stationery,10,86.07,860.6999999999999
4439,2020-01-18,739,Customer_6969,200,Laptop,Electronics,2,27.44,54.88
4440,2018-06-10,807,Customer_32448,210,Cabinet,Office,2,34.49,68.98
4441,2014-03-02,274,Customer_13187,200,Laptop,Electronics,6,87.89,527.34
4442,2013-10-11,960,Customer_16257,211,Plastic Cups,Sundry,3,73.51,220.53000000000003
4443,2016-12-08,783,Customer_22305,203,Chair,Office,1,19.11,19.11
4444,2011-08-30,956,Customer_31052,208,Notebook,Stationery,5,22.43,112.15
4445,2015-08-25,490,Customer_25728,210,Cabinet,Office,10,94.35,943.5
4446,2010-03-30,489,Customer_10262,211,Plastic Cups,Sundry,9,18.77,168.93
4447,2019-08-01,831,Customer_32227,202,Desk,Office,4,36.51,146.04
4448,2016-05-24,299,Customer_14060,203,Chair,Office,6,69.55,417.29999999999995
4449,2010-02-17,488,Customer_17367,209,Coffee Maker,Electronics,1,69.95,69.95
4450,2012-12-14,723,Customer_16725,209,Coffee Maker,Electronics,4,90.93,363.72
4451,2015-12-26,191,Customer_2590,201,Smartphone,Electronics,9,24.05,216.45000000000002
4452,2019-07-31,203,Customer_22612,208,Notebook,Stationery,5,78.84,394.20000000000005
4453,2011-09-02,118,Customer_19598,210,Cabinet,Office,2,20.26,40.52
4454,2013-09-11,625,Customer_18654,210,Cabinet,Office,9,74.4,669.6
4455,2021-04-20,959,Customer_20845,210,Cabinet,Office,6,98.55,591.3
4456,2019-08-01,340,Customer_7992,204,Monitor,Electronics,7,22.02,154.14
4457,2020-08-05,592,Customer_20259,206,Paper,Stationery,4,35.63,142.52
4458,2010-11-30,404,Customer_17436,205,Printer,Electronics,7,35.49,248.43
4459,2020-03-24,678,Customer_8046,205,Printer,Electronics,8,94.02,752.16
4460,2018-07-13,257,Customer_12095,211,Plastic Cups,Sundry,4,52.62,210.48
4461,2011-08-08,387,Customer_16216,208,Notebook,Stationery,1,60.11,60.11
4462,2013-01-17,662,Customer_12297,209,Coffee Maker,Electronics,7,40.54,283.78
4463,2022-04-17,802,Customer_31520,201,Smartphone,Electronics,5,45.26,226.29999999999998
4464,2020-07-21,921,Customer_22463,207,Pen,Stationery,4,95.76,383.04
4465,2017-04-30,816,Customer_28198,210,Cabinet,Office,5,27.85,139.25
4466,2021-03-22,273,Customer_32171,200,Laptop,Electronics,8,84.03,672.24
4467,2016-05-10,913,Customer_20289,205,Printer,Electronics,4,47.14,188.56
4468,2013-06-06,144,Customer_32637,204,Monitor,Electronics,3,38.1,114.30000000000001
4469,2017-06-27,703,Customer_4921,211,Plastic Cups,Sundry,9,41.09,369.81000000000006
4470,2017-07-02,373,Customer_20954,211,Plastic Cups,Sundry,6,20.26,121.56
4471,2020-01-12,246,Customer_26090,204,Monitor,Electronics,2,23.73,47.46
4472,2023-01-20,157,Customer_23598,208,Notebook,Stationery,4,65.94,263.76
4473,2012-01-30,564,Customer_6045,200,Laptop,Electronics,8,97.74,781.92
4474,2011-04-17,414,Customer_2623,210,Cabinet,Office,4,19.42,77.68
4475,2016-09-26,809,Customer_7362,204,Monitor,Electronics,9,37.27,335.43
4476,2023-03-06,652,Customer_9336,200,Laptop,Electronics,2,16.16,32.32
4477,2014-11-03,231,Customer_19148,210,Cabinet,Office,4,11.48,45.92
4478,2022-04-01,766,Customer_2224,207,Pen,Stationery,10,65.36,653.6
4479,2016-06-07,810,Customer_16642,201,Smartphone,Electronics,3,10.3,30.900000000000002
4480,2012-11-02,940,Customer_13025,207,Pen,Stationery,4,22.39,89.56
4481,2018-05-17,739,Customer_6877,205,Printer,Electronics,10,59.76,597.6
4482,2021-04-27,732,Customer_27311,206,Paper,Stationery,4,75.61,302.44
4483,2014-06-28,726,Customer_24588,203,Chair,Office,6,96.84,581.04
4484,2012-04-09,475,Customer_23754,209,Coffee Maker,Electronics,1,37.58,37.58
4485,2015-10-12,999,Customer_4854,211,Plastic Cups,Sundry,10,11.98,119.80000000000001
4486,2011-07-15,101,Customer_22437,208,Notebook,Stationery,3,18.17,54.510000000000005
4487,2023-02-19,318,Customer_16785,201,Smartphone,Electronics,2,10.04,20.08
4488,2018-03-31,251,Customer_8337,211,Plastic Cups,Sundry,9,24.71,222.39000000000001
4489,2023-09-05,281,Customer_27861,210,Cabinet,Office,1,91.28,91.28
4490,2020-08-06,654,Customer_21857,211,Plastic Cups,Sundry,8,34.08,272.64
4491,2020-02-07,573,Customer_10895,209,Coffee Maker,Electronics,6,38.13,228.78000000000003
4492,2016-05-12,389,Customer_6189,210,Cabinet,Office,2,64.32,128.64
4493,2022-12-20,953,Customer_19377,200,Laptop,Electronics,2,36.17,72.34
4494,2014-03-21,628,Customer_3137,210,Cabinet,Office,4,98.69,394.76
4495,2015-11-03,194,Customer_24333,207,Pen,Stationery,1,57.86,57.86
4496,2010-02-25,664,Customer_1950,208,Notebook,Stationery,3,24.16,72.48
4497,2013-01-20,588,Customer_13757,207,Pen,Stationery,8,50.23,401.84
4498,2023-05-23,656,Customer_18579,200,Laptop,Electronics,2,35.16,70.32
4499,2017-08-11,270,Customer_16971,205,Printer,Electronics,4,9.59,38.36
4500,2012-06-01,360,Customer_12749,206,Paper,Stationery,10,74.48,744.8000000000001
4501,2017-01-03,958,Customer_24816,206,Paper,Stationery,7,71.33,499.31
4502,2014-06-08,792,Customer_12277,202,Desk,Office,10,22.56,225.6
4503,2023-11-23,156,Customer_9443,211,Plastic Cups,Sundry,3,95.38,286.14
4504,2014-12-26,371,Customer_2793,201,Smartphone,Electronics,6,85.65,513.9000000000001
4505,2020-06-29,413,Customer_6572,204,Monitor,Electronics,2,35.1,70.2
4506,2015-09-13,507,Customer_653,210,Cabinet,Office,3,72.25,216.75
4507,2019-02-22,757,Customer_18875,204,Monitor,Electronics,5,25.92,129.60000000000002
4508,2019-09-21,184,Customer_5399,208,Notebook,Stationery,4,42.24,168.96
4509,2014-01-01,982,Customer_25802,201,Smartphone,Electronics,9,4.88,43.92
4510,2021-11-07,927,Customer_25268,202,Desk,Office,4,74.56,298.24
4511,2022-11-06,792,Customer_2699,206,Paper,Stationery,5,10.03,50.15
4512,2010-03-06,535,Customer_4851,201,Smartphone,Electronics,6,81.35,488.09999999999997
4513,2015-04-06,694,Customer_534,210,Cabinet,Office,4,79.37,317.48
4514,2017-01-05,369,Customer_10935,208,Notebook,Stationery,10,60.79,607.9
4515,2010-10-15,730,Customer_27562,211,Plastic Cups,Sundry,6,53.16,318.96
4516,2020-07-24,957,Customer_28070,206,Paper,Stationery,7,20.61,144.26999999999998
4517,2017-10-23,515,Customer_31524,204,Monitor,Electronics,7,71.93,503.51000000000005
4518,2017-10-03,691,Customer_14527,207,Pen,Stationery,6,29.44,176.64000000000001
4519,2019-07-28,882,Customer_29399,210,Cabinet,Office,8,26.61,212.88
4520,2019-04-18,251,Customer_12380,203,Chair,Office,10,33.17,331.70000000000005
4521,2017-05-29,883,Customer_27290,211,Plastic Cups,Sundry,7,58.24,407.68
4522,2022-08-02,533,Customer_12819,203,Chair,Office,5,20.1,100.5
4523,2014-02-08,190,Customer_12697,207,Pen,Stationery,4,18.39,73.56
4524,2021-08-23,733,Customer_22889,200,Laptop,Electronics,1,7.2,7.2
4525,2014-07-19,889,Customer_21171,211,Plastic Cups,Sundry,9,77.67,699.03
4526,2011-09-16,878,Customer_10230,205,Printer,Electronics,9,21.17,190.53000000000003
4527,2011-08-12,885,Customer_7735,206,Paper,Stationery,1,69.88,69.88
4528,2015-09-30,972,Customer_18578,210,Cabinet,Office,9,25.71,231.39000000000001
4529,2013-11-22,960,Customer_10293,211,Plastic Cups,Sundry,1,12.17,12.17
4530,2016-06-08,429,Customer_2951,201,Smartphone,Electronics,6,93.71,562.26
4531,2019-09-07,608,Customer_3862,207,Pen,Stationery,9,73.66,662.9399999999999
4532,2011-03-27,169,Customer_15033,206,Paper,Stationery,7,83.89,587.23
4533,2015-10-08,981,Customer_880,201,Smartphone,Electronics,5,89.1,445.5
4534,2020-02-08,162,Customer_5049,204,Monitor,Electronics,1,10.28,10.28
4535,2010-01-06,881,Customer_12265,203,Chair,Office,7,31.04,217.28
4536,2014-08-27,389,Customer_10135,211,Plastic Cups,Sundry,8,10.04,80.32
4537,2016-02-05,864,Customer_15163,208,Notebook,Stationery,4,32.38,129.52
4538,2012-06-30,979,Customer_15388,204,Monitor,Electronics,2,67.25,134.5
4539,2016-05-26,493,Customer_20935,211,Plastic Cups,Sundry,10,23.92,239.20000000000002
4540,2020-01-08,741,Customer_12702,204,Monitor,Electronics,3,83.31,249.93
4541,2016-05-29,161,Customer_8897,209,Coffee Maker,Electronics,6,45.75,274.5
4542,2014-11-25,481,Customer_13668,207,Pen,Stationery,5,64.76,323.8
4543,2014-11-09,202,Customer_8019,206,Paper,Stationery,5,45.6,228.0
4544,2023-03-07,830,Customer_30006,201,Smartphone,Electronics,1,94.46,94.46
4545,2022-11-09,913,Customer_19502,202,Desk,Office,1,93.85,93.85
4546,2013-12-20,130,Customer_1124,204,Monitor,Electronics,8,14.14,113.12
4547,2011-04-13,937,Customer_9028,203,Chair,Office,9,18.23,164.07
4548,2018-08-12,180,Customer_19763,211,Plastic Cups,Sundry,8,50.05,400.4
4549,2014-07-26,597,Customer_1133,205,Printer,Electronics,3,72.89,218.67000000000002
4550,2015-09-02,943,Customer_10145,210,Cabinet,Office,6,61.37,368.21999999999997
4551,2018-02-15,575,Customer_17402,208,Notebook,Stationery,6,23.13,138.78
4552,2011-09-24,865,Customer_9206,204,Monitor,Electronics,1,71.3,71.3
4553,2011-03-30,418,Customer_25030,205,Printer,Electronics,2,21.06,42.12
4554,2015-01-20,193,Customer_4088,208,Notebook,Stationery,9,97.7,879.3000000000001
4555,2015-04-10,297,Customer_27165,211,Plastic Cups,Sundry,6,95.8,574.8
4556,2017-03-05,443,Customer_16107,208,Notebook,Stationery,3,80.49,241.46999999999997
4557,2012-01-14,835,Customer_1732,211,Plastic Cups,Sundry,7,61.41,429.87
4558,2010-10-16,228,Customer_23756,208,Notebook,Stationery,5,51.87,259.34999999999997
4559,2016-12-13,776,Customer_251,201,Smartphone,Electronics,6,90.78,544.6800000000001
4560,2010-02-14,822,Customer_5571,205,Printer,Electronics,8,43.16,345.28
4561,2015-12-14,690,Customer_6284,206,Paper,Stationery,2,77.39,154.78
4562,2018-03-16,361,Customer_639,202,Desk,Office,5,87.11,435.55
4563,2018-05-26,136,Customer_25865,203,Chair,Office,7,45.72,320.03999999999996
4564,2014-02-19,134,Customer_9128,205,Printer,Electronics,9,55.37,498.33
4565,2010-07-15,968,Customer_10542,211,Plastic Cups,Sundry,9,59.82,538.38
4566,2021-08-03,798,Customer_4699,206,Paper,Stationery,3,81.04,243.12
4567,2016-09-22,813,Customer_30356,207,Pen,Stationery,4,59.33,237.32
4568,2017-04-28,433,Customer_29661,203,Chair,Office,5,40.4,202.0
4569,2012-02-23,140,Customer_32424,203,Chair,Office,1,53.71,53.71
4570,2019-09-14,699,Customer_15789,211,Plastic Cups,Sundry,1,36.08,36.08
4571,2012-12-03,591,Customer_16425,211,Plastic Cups,Sundry,4,10.49,41.96
4572,2020-12-01,184,Customer_2173,203,Chair,Office,8,31.75,254.0
4573,2011-03-05,244,Customer_21036,211,Plastic Cups,Sundry,5,41.47,207.35
4574,2022-03-31,750,Customer_24652,204,Monitor,Electronics,10,57.09,570.9000000000001
4575,2019-12-05,399,Customer_6524,203,Chair,Office,9,77.13,694.17
4576,2012-09-20,305,Customer_25137,210,Cabinet,Office,3,64.74,194.21999999999997
4577,2018-10-24,291,Customer_7037,202,Desk,Office,4,80.03,320.12
4578,2021-05-07,693,Customer_28599,202,Desk,Office,8,49.03,392.24
4579,2010-05-28,305,Customer_17761,205,Printer,Electronics,9,2.69,24.21
4580,2018-09-02,454,Customer_29437,203,Chair,Office,10,76.1,761.0
4581,2021-11-30,610,Customer_13013,206,Paper,Stationery,3,55.27,165.81
4582,2014-03-06,957,Customer_13139,210,Cabinet,Office,3,54.76,164.28
4583,2021-12-31,511,Customer_28977,205,Printer,Electronics,3,24.31,72.92999999999999
4584,2011-03-02,389,Customer_20214,202,Desk,Office,8,85.28,682.24
4585,2016-10-31,572,Customer_5476,208,Notebook,Stationery,2,88.21,176.42
4586,2020-02-08,409,Customer_32702,202,Desk,Office,5,81.84,409.20000000000005
4587,2011-06-07,391,Customer_9697,203,Chair,Office,3,74.04,222.12
4588,2010-03-21,122,Customer_10527,200,Laptop,Electronics,5,11.14,55.7
4589,2022-12-17,839,Customer_24639,209,Coffee Maker,Electronics,3,7.33,21.990000000000002
4590,2012-07-02,894,Customer_13421,208,Notebook,Stationery,8,38.26,306.08
4591,2012-12-23,384,Customer_11427,206,Paper,Stationery,1,14.5,14.5
4592,2015-02-27,663,Customer_20505,208,Notebook,Stationery,9,85.87,772.83
4593,2014-03-12,330,Customer_20134,210,Cabinet,Office,2,24.24,48.48
4594,2020-04-26,269,Customer_29409,206,Paper,Stationery,4,49.73,198.92
4595,2012-09-26,963,Customer_23229,209,Coffee Maker,Electronics,7,47.24,330.68
4596,2011-12-01,170,Customer_19273,205,Printer,Electronics,9,2.77,24.93
4597,2021-04-14,836,Customer_22551,210,Cabinet,Office,10,20.56,205.6
4598,2022-03-05,395,Customer_687,204,Monitor,Electronics,3,96.11,288.33
4599,2013-04-05,462,Customer_12851,210,Cabinet,Office,5,62.2,311.0
4600,2023-07-12,605,Customer_14022,202,Desk,Office,2,48.01,96.02
4601,2016-04-12,952,Customer_29945,202,Desk,Office,5,16.6,83.0
4602,2011-05-15,559,Customer_16466,206,Paper,Stationery,4,25.22,100.88
4603,2011-01-22,449,Customer_7984,208,Notebook,Stationery,10,63.63,636.3000000000001
4604,2022-03-17,703,Customer_27416,206,Paper,Stationery,6,90.9,545.4000000000001
4605,2022-10-08,254,Customer_15411,209,Coffee Maker,Electronics,8,16.53,132.24
4606,2020-01-15,668,Customer_32403,210,Cabinet,Office,6,62.33,373.98
4607,2014-07-02,177,Customer_19104,210,Cabinet,Office,8,79.48,635.84
4608,2010-01-04,189,Customer_18002,201,Smartphone,Electronics,4,86.14,344.56
4609,2012-01-27,656,Customer_26659,202,Desk,Office,4,18.18,72.72
4610,2023-12-16,212,Customer_324,210,Cabinet,Office,6,70.84,425.04
4611,2022-01-04,508,Customer_5309,200,Laptop,Electronics,8,14.04,112.32
4612,2013-06-08,564,Customer_23464,209,Coffee Maker,Electronics,2,26.57,53.14
4613,2013-10-16,980,Customer_5289,204,Monitor,Electronics,9,27.59,248.31
4614,2022-03-13,663,Customer_24339,204,Monitor,Electronics,10,75.76,757.6
4615,2012-03-27,552,Customer_12929,201,Smartphone,Electronics,7,6.47,45.29
4616,2021-04-03,938,Customer_13547,200,Laptop,Electronics,4,85.2,340.8
4617,2019-11-07,622,Customer_5968,203,Chair,Office,10,9.31,93.10000000000001
4618,2018-03-15,396,Customer_870,205,Printer,Electronics,10,60.09,600.9000000000001
4619,2012-12-06,367,Customer_20290,211,Plastic Cups,Sundry,10,93.99,939.9
4620,2013-11-16,129,Customer_10393,201,Smartphone,Electronics,10,36.26,362.59999999999997
4621,2018-05-05,160,Customer_1579,208,Notebook,Stationery,5,6.23,31.150000000000002
4622,2018-07-17,944,Customer_21903,201,Smartphone,Electronics,10,62.99,629.9
4623,2018-02-27,355,Customer_5716,205,Printer,Electronics,2,12.26,24.52
4624,2013-09-02,945,Customer_13024,200,Laptop,Electronics,7,85.37,597.59
4625,2012-10-10,144,Customer_13385,207,Pen,Stationery,4,24.17,96.68
4626,2019-01-08,101,Customer_10891,210,Cabinet,Office,5,21.19,105.95
4627,2020-03-25,962,Customer_5626,206,Paper,Stationery,9,27.72,249.48
4628,2011-10-29,868,Customer_14754,201,Smartphone,Electronics,5,78.33,391.65
4629,2020-09-09,367,Customer_5797,207,Pen,Stationery,1,63.4,63.4
4630,2019-04-22,303,Customer_19662,203,Chair,Office,2,41.83,83.66
4631,2020-03-29,159,Customer_30778,200,Laptop,Electronics,8,8.19,65.52
4632,2010-05-09,735,Customer_6857,208,Notebook,Stationery,3,16.64,49.92
